,Frequency,Name,Label,Type,Id
542,7,EdPlus,ASU_Unit,2,542
543,53,Edson College of Nursing and Health Innovation,ASU_Unit,2,543
544,72,Educational Outreach and Student Services,ASU_Unit,2,544
545,5,Educational Outreach and Student Services - Career Services,ASU_Unit,2,545
546,3,Environmental Resource Management,ASU_Unit,2,546
547,7,Global Futures Laboratory,ASU_Unit,2,547
548,71,Global Institute of Sustainability and Innovation,ASU_Unit,2,548
549,2,Global Launch,ASU_Unit,2,549
550,13,Global Security Initiative ,ASU_Unit,2,550
551,3,Graduate College,ASU_Unit,2,551
552,40,Herberger Institute for Design and the Arts,ASU_Unit,2,552
553,5,Hugh Downs School of Human Communication,ASU_Unit,2,553
554,4,Institute for Humanities Research,ASU_Unit,2,554
555,30,Ira A. Fulton Schools of Engineering,ASU_Unit,2,555
556,14,J. Orin Edson Entrepreneurship + Innovation Institute,ASU_Unit,2,556
557,5,Knowledge Enterprise,ASU_Unit,2,557
558,1,Languages and Cultures,ASU_Unit,2,558
559,6,Law Clinics,ASU_Unit,2,559
560,2,Leadership and Interdisciplinary Studies,ASU_Unit,2,560
561,3,Lincoln Center for Applied Ethics,ASU_Unit,2,561
562,3,Lodestar Center for Philanthropy and Nonprofit Innovation,ASU_Unit,2,562
563,34,Mary Lou Fulton Teachers College,ASU_Unit,2,563
564,1,Mathematical & Natural Sciences,ASU_Unit,2,564
565,4,Melikian Center: Russian,ASU_Unit,2,565
566,12,New College of Interdisciplinary Arts and Sciences,ASU_Unit,2,566
567,9,Office of American Indian Initiatives,ASU_Unit,2,567
568,2,Office of Gender-based Violence,ASU_Unit,2,568
569,1,Office of Scholarship & Innovation,ASU_Unit,2,569
570,16,Office of Sex Trafficking Intervention Research,ASU_Unit,2,570
571,19,Office of the President,ASU_Unit,2,571
572,13,Office of the University Provost,ASU_Unit,2,572
573,3,Osher Lifelong Learning Institute,ASU_Unit,2,573
574,2,Other - Sandra Day O'Connor College of Law,ASU_Unit,2,574
575,2,Participatory Governance Initiative,ASU_Unit,2,575
576,25,Sandra Day O'Connor College of Law,ASU_Unit,2,576
577,27,School for the Future of Innovation in Society,ASU_Unit,2,577
578,6,School of Art,ASU_Unit,2,578
579,7,School of Arts,ASU_Unit,2,579
580,5,School of Civic & Economic Thought & Leadership,ASU_Unit,2,580
581,63,School of Community Resources and Development,ASU_Unit,2,581
582,42,School of Criminology and Criminal Justice,ASU_Unit,2,582
583,2,School of Earth and Space Exploration,ASU_Unit,2,583
584,3,School of Film,ASU_Unit,2,584
585,9,School of Geographical Sciences and Urban Planning,ASU_Unit,2,585
586,14,School of Historical,ASU_Unit,2,586
587,13,School of International Letters and Cultures,ASU_Unit,2,587
588,4,School of Life Sciences,ASU_Unit,2,588
589,10,School of Mathematical and Natural Sciences,ASU_Unit,2,589
590,2,School of Molecular Sciences,ASU_Unit,2,590
591,8,School of Music,ASU_Unit,2,591
592,48,School of Public Affairs,ASU_Unit,2,592
593,3,School of Social Transformation,ASU_Unit,2,593
594,101,School of Social Work,ASU_Unit,2,594
595,54,School of Sustainability,ASU_Unit,2,595
596,7,Social & Behavioral Sciences,ASU_Unit,2,596
597,2,Southwest Interdisciplinary Research Center (SIRC),ASU_Unit,2,597
598,2,Speech & Hearing Science,ASU_Unit,2,598
599,1,Student Media,ASU_Unit,2,599
600,1,Sustainable Cities Network (SCN),ASU_Unit,2,600
601,8,T. Denny Sanford School of Social and Family Dynamics,ASU_Unit,2,601
602,2,The Center for the Study of Economic Liberty,ASU_Unit,2,602
603,4,The College - Humanities,ASU_Unit,2,603
604,18,The College of Liberal Arts and Sciences,ASU_Unit,2,604
605,11,The Design School,ASU_Unit,2,605
606,1,The Difference Engine,ASU_Unit,2,606
607,4,The Polytechnic School,ASU_Unit,2,607
608,2,The Virginia G. Piper Center for Creative Writing,ASU_Unit,2,608
609,14,Thunderbird School of Global Management,ASU_Unit,2,609
610,8,Thunderbird for Good,ASU_Unit,2,610
611,8,Undergraduate Programs,ASU_Unit,2,611
612,6,University Affairs,ASU_Unit,2,612
613,6,University City Exchange,ASU_Unit,2,613
614,4,University College,ASU_Unit,2,614
615,3,University Housing,ASU_Unit,2,615
616,4,University Sustainability Practices,ASU_Unit,2,616
617,3,University Technology Office ,ASU_Unit,2,617
618,6,Urban Climate Research Center,ASU_Unit,2,618
619,23,W.P. Carey School of Business,ASU_Unit,2,619
620,1,Walter Cronkite School of Journalism and Mass Communication,ASU_Unit,2,620
621,10,Walton Sustainability Solutions Initiatives,ASU_Unit,2,621
622,120,Watts College of Public Service and Community Solutions,ASU_Unit,2,622
